Wavelength,LL,LL Parity,LL J,UL,UL Parity,UL J,log gf,gA,CF
4241.912,53716,(o),2.5,77284,(e),1.5,-3.11,2.87E+05,-0.001
4242.43,49727,(o),6.5,73292,(e),5.5,-1.07,3.15E+07,-0.078
4243.496,47664,(o),4.5,71222,(e),3.5,-1.87,5.06E+06,-0.01
4244.057,53121,(o),2.5,76676,(e),2.5,-1.49,1.18E+07,0.029
4244.208,54193,(o),5.5,77747,(e),4.5,-0.98,3.89E+07,0.055
4245.262,56057,(o),2.5,79606,(e),1.5,-3,3.69E+05,-0.001
4246.835,56088,(o),4.5,79629,(e),3.5,-1.5,1.18E+07,-0.018
4247.891,37517,(o),3.5,61051,(e),3.5,-1.42,1.42E+07,0.039
4248.797,52988,(o),1.5,76517,(e),1.5,-3.08,3.03E+05,-0.003
4249.384,56057,(o),2.5,79583,(e),2.5,-3.61,8.97E+04,0
4249.75,66189,(o),1.5,89713,(e),2.5,-1.19,2.43E+07,-0.045
4251.563,57799,(o),2.5,81313,(e),2.5,-2.65,8.30E+05,-0.001
4251.619,45430,(o),3.5,68944,(e),4.5,-3.17,2.48E+05,-0.001
4252.046,47759,(o),3.5,71270,(e),2.5,-2.03,3.43E+06,0.006
4252.516,37078,(o),2.5,60586,(e),1.5,-0.63,8.78E+07,0.413
4252.8,66206,(o),2.5,89713,(e),2.5,-1.23,2.23E+07,-0.035
4254.004,44438,(o),3.5,67939,(e),3.5,-2.42,1.42E+06,0.003
4254.777,30224,(o),4.5,53721,(e),4.5,-1.92,4.43E+06,0.14
4255.139,58163,(o),1.5,81657,(e),2.5,-2.18,2.44E+06,0.006
4255.764,30224,(o),4.5,53715,(e),3.5,-1.57,1.00E+07,0.068
4255.769,48273,(o),2.5,71764,(e),1.5,-1.67,7.90E+06,-0.014
4257.198,45273,(o),3.5,68756,(e),3.5,-2.14,2.62E+06,-0.003
4257.644,38342,(o),4.5,61823,(e),3.5,-0.86,5.16E+07,0.394
4260.681,47759,(o),3.5,71222,(e),3.5,-2.12,2.76E+06,-0.004
4262.271,43008,(o),0.5,66463,(e),0.5,-2.58,1.00E+06,-0.012
4262.698,59439,(o),2.5,82892,(e),2.5,-1.37,1.59E+07,0.028
4264.283,48025,(o),1.5,71469,(e),2.5,-2.44,1.33E+06,0.006
4264.513,52881,(o),4.5,76323,(e),3.5,-3.14,2.74E+05,0.001
4264.798,44498,(o),2.5,67939,(e),3.5,-3.15,2.59E+05,0.003
4265.499,45013,(o),2.5,68450,(e),3.5,-3.54,1.04E+05,-0.001
4266.946,54641,(o),4.5,78070,(e),4.5,-0.66,8.05E+07,0.078
4267.587,24333,(e),2.5,47759,(o),3.5,-2.92,4.50E+05,-0.019
4268.469,45335,(o),4.5,68756,(e),3.5,-3.89,4.60E+04,0
4268.874,58673,(o),0.5,82091,(e),0.5,-2.53,1.06E+06,0.006
4269.672,41679,(o),2.5,65093,(e),3.5,-3.14,2.61E+05,0.002
4270.519,46548,(o),5.5,69957,(e),4.5,-1.26,2.01E+07,0.065
4271.96,52922,(o),3.5,76323,(e),3.5,-2.37,1.58E+06,0.003
4272.917,53121,(o),2.5,76517,(e),1.5,-3.11,2.79E+05,0.002
4273.339,32982,(o),1.5,56376,(e),2.5,-2.18,2.34E+06,0.011
4274.536,43075,(o),1.5,66463,(e),0.5,-3.69,7.53E+04,0.001
4276.789,49917,(o),4.5,73292,(e),5.5,-2.65,8.14E+05,0.006
4278.363,49917,(o),4.5,73283,(e),4.5,-2.98,3.80E+05,0.001
4280.591,57103,(o),3.5,80458,(e),3.5,-2.59,9.30E+05,0.006
4281.051,55463,(o),3.5,78815,(e),2.5,-3.53,1.09E+05,-0.001
4281.474,58163,(o),1.5,81513,(e),1.5,-2.71,7.07E+05,0.003
4282.81,45737,(o),1.5,69080,(e),2.5,-2.04,3.40E+06,0.02
4284.943,32371,(o),2.5,55702,(e),1.5,-2.62,9.02E+05,0.01
4285.815,45430,(o),3.5,68756,(e),3.5,-2.7,7.12E+05,0.001
4285.881,64971,(o),3.5,88297,(e),3.5,-0.85,5.05E+07,-0.073
4286.843,43075,(o),1.5,66396,(e),2.5,-2.63,8.46E+05,0.003
4293.799,50468,(o),5.5,73751,(e),4.5,-3.42,1.38E+05,0
4295.024,45273,(o),3.5,68549,(e),4.5,-2.65,7.95E+05,0.001
4295.04,43075,(o),1.5,66351,(e),2.5,-2.7,7.20E+05,-0.004
4296.698,59625,(o),3.5,82892,(e),2.5,-1.77,6.29E+06,0.017
4300.119,52922,(o),3.5,76170,(e),2.5,-3.58,9.50E+04,0
4300.733,48025,(o),1.5,71270,(e),2.5,-2.56,1.01E+06,0.005
4300.926,56088,(o),4.5,79333,(e),5.5,-3.71,7.12E+04,0
4301.105,55221,(o),1.5,78465,(e),1.5,-2.8,5.73E+05,0.001
4301.49,54641,(o),4.5,77882,(e),3.5,-1.61,9.08E+06,-0.014
4304.416,46170,(o),4.5,69395,(e),3.5,-3.21,2.22E+05,-0.001
4304.511,35059,(o),3.5,58284,(e),2.5,-2.88,4.74E+05,-0.002
4305.208,60650,(o),4.5,83871,(e),4.5,-2.26,1.96E+06,0.004
4306.497,45335,(o),4.5,68549,(e),4.5,-1.49,1.14E+07,0.048
4307.284,44941,(o),1.5,68151,(e),1.5,-2.56,9.88E+05,-0.002
4307.577,58485,(o),4.5,81693,(e),3.5,-1.65,8.07E+06,0.019
4308.592,53121,(o),2.5,76323,(e),3.5,-1.9,4.57E+06,-0.01
4309.45,40036,(o),3.5,63234,(e),2.5,-3.09,2.91E+05,0.013
4309.889,48273,(o),2.5,71469,(e),2.5,-2.19,2.37E+06,-0.004
4310.125,47664,(o),4.5,70858,(e),4.5,-1.72,6.78E+06,-0.032
4310.175,44941,(o),1.5,68135,(e),2.5,-3.33,1.69E+05,0.001
4310.227,53645,(o),3.5,76839,(e),2.5,-2.53,1.07E+06,-0.008
4310.415,49009,(o),3.5,72202,(e),3.5,-3.12,2.66E+05,0.001
4312.387,52988,(o),1.5,76170,(e),2.5,-2.01,3.46E+06,0.026
4316.963,30563,(o),5.5,53721,(e),4.5,-0.91,4.42E+07,0.144
4317.739,58052,(o),5.5,81205,(e),4.5,-1.08,3.02E+07,0.132
4318.459,58163,(o),1.5,81313,(e),2.5,-1.54,1.04E+07,0.025
4318.824,56481,(o),4.5,79629,(e),3.5,-2.83,5.50E+05,0.011
4320.721,45013,(o),2.5,68151,(e),1.5,-3.5,1.13E+05,0.001
4322.092,47664,(o),4.5,70794,(e),5.5,-2.62,8.63E+05,0.004
4322.232,35832,(o),5.5,58961,(e),5.5,-0.97,3.80E+07,0.15
4322.535,56501,(o),3.5,79629,(e),3.5,-1.81,5.60E+06,0.013
4322.553,40036,(o),3.5,63164,(e),4.5,-2.59,9.34E+05,-0.052
4322.86,46903,(o),0.5,70029,(e),0.5,-2.42,1.32E+06,0.009
4323.554,53716,(o),2.5,76839,(e),2.5,-2.97,3.85E+05,0.003
4323.63,45013,(o),2.5,68135,(e),2.5,-2.19,2.30E+06,-0.009
4324.154,45430,(o),3.5,68549,(e),4.5,-3.27,1.90E+05,0
4324.5,57562,(o),6.5,80679,(e),5.5,-1.54,1.03E+07,0.008
4324.964,45335,(o),4.5,68450,(e),3.5,-2.27,1.89E+06,0.003
4325.029,59777,(o),1.5,82892,(e),2.5,-1.82,5.54E+06,0.045
4325.248,47680,(o),6.5,70794,(e),5.5,-0.89,4.66E+07,0.139
4326.555,54641,(o),4.5,77747,(e),4.5,-1.4,1.44E+07,-0.02
4327.855,47759,(o),3.5,70858,(e),4.5,-2.08,2.88E+06,-0.011
4329.823,48025,(o),1.5,71114,(e),1.5,-1.64,8.29E+06,-0.025
4331.033,53716,(o),2.5,76799,(e),1.5,-2.03,3.26E+06,-0.008
4331.074,56501,(o),3.5,79583,(e),2.5,-3.88,4.67E+04,-0.001
4338.935,46355,(o),4.5,69395,(e),3.5,-2.67,7.53E+05,-0.004
4339.078,40918,(o),4.5,63958,(e),3.5,-1.07,3.02E+07,0.075
4339.352,56088,(o),4.5,79127,(e),4.5,-2.26,1.93E+06,-0.004
4339.845,42915,(o),5.5,65951,(e),4.5,-3.01,3.51E+05,0.001
4340.674,53645,(o),3.5,76676,(e),2.5,-1.56,9.80E+06,0.015
4341.645,40918,(o),4.5,63944,(e),5.5,-2.58,9.36E+05,0.002
4342.152,47005,(o),1.5,70029,(e),0.5,-1.3,1.76E+07,0.194
4342.522,51249,(o),2.5,74270,(e),2.5,-3.73,6.53E+04,0
4342.748,56840,(o),1.5,79860,(e),0.5,-2.03,3.43E+06,-0.015
4342.773,45430,(o),3.5,68450,(e),3.5,-2.99,3.63E+05,-0.001
4343.843,44941,(o),1.5,67955,(e),0.5,-2.26,1.99E+06,-0.008
4344.2,30392,(o),1.5,53405,(e),2.5,-2.27,1.90E+06,-0.035
4347.126,48273,(o),2.5,71270,(e),2.5,-2.89,4.62E+05,0.001
4347.218,24333,(e),2.5,47329,(o),2.5,-3.91,4.35E+04,0.008
4347.36,58661,(o),2.5,81657,(e),2.5,-1.9,4.57E+06,0.015
4350.317,34785,(o),5.5,57765,(e),4.5,-1.25,1.97E+07,0.012
4354.19,53716,(o),2.5,76676,(e),2.5,-1.81,5.37E+06,-0.009
4354.196,59439,(o),2.5,82399,(e),1.5,-2.84,5.09E+05,-0.001
4355.763,65149,(o),0.5,88101,(e),1.5,-1,3.33E+07,0.16
4356.152,48273,(o),2.5,71222,(e),3.5,-2.84,5.03E+05,-0.001
4359.955,48025,(o),1.5,70954,(e),2.5,-1.87,4.73E+06,0.023
4360.655,45013,(o),2.5,67939,(e),3.5,-2.71,6.81E+05,0.008
4361.155,57534,(o),3.5,80458,(e),3.5,-2.92,4.20E+05,-0.001
4361.467,52068,(o),0.5,74989,(e),0.5,-1.65,7.78E+06,-0.078
4361.861,41679,(o),2.5,64598,(e),3.5,-3.37,1.49E+05,0.001
4362.155,52988,(o),1.5,75906,(e),0.5,-1.7,6.94E+06,0.039
4362.32,66796,(o),3.5,89713,(e),2.5,-1.41,1.40E+07,-0.025
4363.274,48557,(o),3.5,71469,(e),2.5,-1.05,3.14E+07,-0.063
4363.544,53323,(o),7.5,76234,(e),6.5,-2.28,1.87E+06,0.002
4368.876,56978,(o),0.5,79860,(e),0.5,-2.04,3.21E+06,0.052
4369.273,43008,(o),0.5,65888,(e),1.5,-3.59,9.08E+04,0.001
4370.807,38342,(o),4.5,61215,(e),4.5,-0.58,9.25E+07,0.138
4371.079,53645,(o),3.5,76516,(e),4.5,-1.84,5.13E+06,0.018
4372.557,49917,(o),4.5,72780,(e),3.5,-1.34,1.59E+07,-0.038
4372.845,45273,(o),3.5,68135,(e),2.5,-3.11,2.72E+05,-0.001
4374.776,56481,(o),4.5,79333,(e),5.5,-2.86,4.90E+05,0.011
4374.853,58661,(o),2.5,81513,(e),1.5,-1.73,6.58E+06,-0.023
4376.849,48273,(o),2.5,71114,(e),1.5,-1.51,1.09E+07,0.025
4377.036,58673,(o),0.5,81513,(e),1.5,-2.36,1.46E+06,-0.026
4380.141,50468,(o),5.5,73292,(e),5.5,-3.36,1.55E+05,0
4381.792,50468,(o),5.5,73283,(e),4.5,-1.4,1.38E+07,-0.019
4382.071,45335,(o),4.5,68149,(e),5.5,-2.72,6.49E+05,0.002
4382.163,43075,(o),1.5,65888,(e),1.5,-2.97,3.71E+05,-0.002
4383.018,40918,(o),4.5,63727,(e),4.5,-3.75,6.13E+04,0
4383.099,54641,(o),4.5,77449,(e),3.5,-2.69,7.27E+05,0.001
4383.929,50833,(o),1.5,73637,(e),0.5,-1.73,6.36E+06,-0.044
4384.573,53716,(o),2.5,76517,(e),1.5,-3.02,3.25E+05,0.002
4384.717,47229,(o),0.5,70029,(e),0.5,-2.86,4.77E+05,0.004
4385.654,39379,(o),0.5,62174,(e),1.5,-2.28,1.87E+06,0.132
4389.259,22961,(e),1.5,45737,(o),1.5,-3.46,1.19E+05,-0.024
4389.764,46170,(o),4.5,68944,(e),4.5,-1.11,2.68E+07,0.122
4390.003,41688,(o),1.5,64461,(e),1.5,-3.24,1.97E+05,-0.001
4391.299,56840,(o),1.5,79606,(e),1.5,-3.27,1.85E+05,-0.001
4392.815,39379,(o),0.5,62137,(e),0.5,-1.38,1.49E+07,-0.166
4392.835,56057,(o),2.5,78815,(e),2.5,-3.09,2.82E+05,0
4395.709,56840,(o),1.5,79583,(e),2.5,-3.77,5.84E+04,0
4396.492,26759,(o),2.5,49498,(e),2.5,-2.5,1.08E+06,-0.012
4400.569,51249,(o),2.5,73967,(e),3.5,-2.49,1.11E+06,0.007
4401.331,60650,(o),4.5,83364,(e),3.5,-2.07,2.87E+06,-0.005
4401.443,48557,(o),3.5,71270,(e),2.5,-1.29,1.77E+07,0.036
4401.817,56621,(o),5.5,79333,(e),5.5,-2,3.47E+06,-0.008
4402.296,38342,(o),4.5,61051,(e),3.5,-0.81,5.37E+07,0.156
4402.602,44498,(o),2.5,67205,(e),1.5,-3.16,2.41E+05,0.003
4402.823,35059,(o),3.5,57765,(e),4.5,-2.89,4.36E+05,-0.007
4403.044,45430,(o),3.5,68135,(e),2.5,-2.99,3.53E+05,0.001
4404.197,49917,(o),4.5,72616,(e),5.5,-2.58,9.07E+05,-0.008
4407.641,48273,(o),2.5,70954,(e),2.5,-1.78,5.61E+06,-0.009
4408.205,53645,(o),3.5,76323,(e),3.5,-2.76,6.03E+05,-0.001
4409.339,24333,(e),2.5,47005,(o),1.5,-1.83,5.06E+06,-0.182
4410.687,55221,(o),1.5,77887,(e),0.5,-3.46,1.19E+05,-0.001
4410.696,48557,(o),3.5,71222,(e),3.5,-3.14,2.46E+05,-0.001
4410.722,45273,(o),3.5,67939,(e),3.5,-3.14,2.46E+05,0.001
4411.979,57799,(o),2.5,80458,(e),3.5,-3.34,1.56E+05,0.001
4413.475,58661,(o),2.5,81313,(e),2.5,-1.94,4.01E+06,-0.014
4414.539,56481,(o),4.5,79127,(e),4.5,-3.05,3.06E+05,-0.005
4414.545,59047,(o),4.5,81693,(e),3.5,-1.74,6.19E+06,-0.02
4417.075,37078,(o),2.5,59711,(e),1.5,-3.1,2.71E+05,0.002
4417.805,52922,(o),3.5,75551,(e),2.5,-2.65,7.71E+05,-0.002
4418.016,56978,(o),0.5,79606,(e),1.5,-3.41,1.30E+05,0.002
4418.127,58052,(o),5.5,80679,(e),5.5,-1.38,1.42E+07,-0.067
4418.416,56501,(o),3.5,79127,(e),4.5,-2.48,1.14E+06,0.01
4419.252,59777,(o),1.5,82399,(e),1.5,-1.78,5.79E+06,-0.034
4422.067,55463,(o),3.5,78070,(e),4.5,-2.44,1.24E+06,-0.007
4422.145,53716,(o),2.5,76323,(e),3.5,-1.81,5.30E+06,0.016
4422.822,45335,(o),4.5,67939,(e),3.5,-1.91,4.09E+06,0.004
4423.129,47005,(o),1.5,69608,(e),2.5,-2.47,1.16E+06,0.007
4423.225,43956,(o),2.5,66558,(e),3.5,-3.34,1.57E+05,0
4430.755,52988,(o),1.5,75551,(e),2.5,-2.16,2.29E+06,0.017
4431.59,43008,(o),0.5,65567,(e),0.5,-3.29,1.73E+05,-0.003
4431.944,65739,(o),2.5,88297,(e),3.5,-2.77,5.82E+05,0.001
4434.175,30392,(o),1.5,52938,(e),1.5,-2.15,2.43E+06,0.063
4435.054,37078,(o),2.5,59619,(e),3.5,-2.46,1.16E+06,0.007
4435.152,46903,(o),0.5,69444,(e),1.5,-2.03,3.18E+06,-0.01
4438.13,57103,(o),3.5,79629,(e),3.5,-1.13,2.57E+07,-0.046
4438.195,53645,(o),3.5,76170,(e),2.5,-2.9,4.24E+05,0.001
4439.353,53121,(o),2.5,75640,(e),3.5,-2.69,6.74E+05,-0.003
4441.448,45430,(o),3.5,67939,(e),3.5,-3.8,5.38E+04,0
4441.845,65594,(o),1.5,88101,(e),1.5,-1.71,6.35E+06,0.027
4442.076,56621,(o),5.5,79127,(e),4.5,-1.52,1.02E+07,-0.016
4444.851,43075,(o),1.5,65567,(e),0.5,-2.59,8.60E+05,0.017
4447.132,57103,(o),3.5,79583,(e),2.5,-3.4,1.34E+05,-0.001
4451.156,49009,(o),3.5,71469,(e),2.5,-2.37,1.42E+06,-0.002
4451.647,54193,(o),5.5,76650,(e),5.5,-3.94,3.86E+04,0
4451.935,47680,(o),6.5,70136,(e),6.5,-1.35,1.54E+07,0.072
4452.325,53716,(o),2.5,76170,(e),2.5,-2.3,1.70E+06,0.003
4455.214,43956,(o),2.5,66396,(e),2.5,-3.23,2.01E+05,-0.001
4456.992,53121,(o),2.5,75551,(e),2.5,-1.83,4.92E+06,-0.013
4457.423,61443,(o),5.5,83871,(e),4.5,-1.19,2.17E+07,0.097
4459.179,55463,(o),3.5,77882,(e),3.5,-1.96,3.67E+06,0.01
4460.389,45737,(o),1.5,68151,(e),1.5,-2.69,6.97E+05,0.003
4461.354,51249,(o),2.5,73657,(e),1.5,-2.98,3.47E+05,-0.001
4461.47,56057,(o),2.5,78465,(e),1.5,-2.38,1.41E+06,-0.003
4463.489,45737,(o),1.5,68135,(e),2.5,-1.87,4.60E+06,0.027
4463.491,48557,(o),3.5,70954,(e),2.5,-2.23,1.96E+06,-0.005
4463.844,46548,(o),5.5,68944,(e),4.5,-1.54,9.75E+06,0.028
4464.069,43956,(o),2.5,66351,(e),2.5,-3.93,3.99E+04,0
4466,55221,(o),1.5,77607,(e),2.5,-1.23,1.98E+07,-0.055
4467.131,46170,(o),4.5,68549,(e),4.5,-1.76,5.75E+06,-0.02
4469.544,41688,(o),1.5,64056,(e),2.5,-3.64,7.61E+04,0
4470.721,65739,(o),2.5,88101,(e),1.5,-1.52,9.71E+06,0.015
4472.145,48504,(o),5.5,70858,(e),4.5,-1.52,1.01E+07,-0.063
4474.111,49419,(o),0.5,71764,(e),1.5,-2.19,2.06E+06,-0.017
4478.308,54193,(o),5.5,76516,(e),4.5,-3.79,5.46E+04,0
4480.184,59777,(o),1.5,82091,(e),0.5,-2.26,1.86E+06,0.021
4480.19,56501,(o),3.5,78815,(e),2.5,-2.25,1.87E+06,-0.005
4484.26,47664,(o),4.5,69957,(e),4.5,-1.58,8.90E+06,-0.017
4484.451,30224,(o),4.5,52517,(e),5.5,-2.56,9.34E+05,0.494
4485.03,48504,(o),5.5,70794,(e),5.5,-2.14,2.43E+06,-0.005
4485.958,49917,(o),4.5,72202,(e),3.5,-2.88,4.37E+05,0.001
4486.183,42915,(o),5.5,65200,(e),4.5,-2.95,3.73E+05,0.001
4487.005,46170,(o),4.5,68450,(e),3.5,-3.9,4.15E+04,0
4487.259,41679,(o),2.5,63958,(e),3.5,-1.07,2.74E+07,-0.16
4487.454,47329,(o),2.5,69608,(e),2.5,-3.63,7.67E+04,0
4490.223,44941,(o),1.5,67205,(e),1.5,-2.73,6.12E+05,0.002
4490.885,49009,(o),3.5,71270,(e),2.5,-2.09,2.68E+06,-0.005
4492.346,59439,(o),2.5,81693,(e),3.5,-2.12,2.52E+06,0.008
4493.954,40918,(o),4.5,63164,(e),4.5,-1.23,1.98E+07,-0.103
4499.427,66078,(o),3.5,88297,(e),3.5,-1.83,4.88E+06,0.007
4499.583,59439,(o),2.5,81657,(e),2.5,-1.78,5.54E+06,-0.013
4499.605,45737,(o),1.5,67955,(e),0.5,-2.6,8.76E+05,-0.005
4500.29,47229,(o),0.5,69444,(e),1.5,-2.13,2.51E+06,0.01
4500.519,49009,(o),3.5,71222,(e),3.5,-1.85,4.52E+06,0.007
4503.454,47759,(o),3.5,69957,(e),4.5,-1.52,9.79E+06,-0.036
4504.321,46355,(o),4.5,68549,(e),4.5,-1.99,3.29E+06,0.009
4504.329,58485,(o),4.5,80679,(e),5.5,-2.62,7.97E+05,0.008
4504.828,45013,(o),2.5,67205,(e),1.5,-2.48,1.09E+06,-0.009
4506.967,37078,(o),2.5,59259,(e),2.5,-3.02,3.17E+05,-0.001
4508.782,46548,(o),5.5,68720,(e),6.5,-1.78,5.37E+06,-0.147
4511.7,59047,(o),4.5,81205,(e),4.5,-1.66,7.13E+06,-0.014
4513.877,50468,(o),5.5,72616,(e),5.5,-2.36,1.45E+06,0.008
4513.981,31568,(o),2.5,53715,(e),3.5,-2.96,3.58E+05,0.001
4514.65,55463,(o),3.5,77607,(e),2.5,-2.94,3.71E+05,0.002
4514.832,45273,(o),3.5,67416,(e),4.5,-1.88,4.23E+06,-0.009
4515.162,26759,(o),2.5,48900,(e),3.5,-1,3.21E+07,-0.329
4516.161,52922,(o),3.5,75058,(e),2.5,-3,3.27E+05,0.002
4520.738,47329,(o),2.5,69444,(e),1.5,-1.57,8.78E+06,-0.02
4523.145,37517,(o),3.5,59619,(e),3.5,-2.91,4.05E+05,-0.001
4524.527,46355,(o),4.5,68450,(e),3.5,-2.56,8.96E+05,-0.003
4524.793,57534,(o),3.5,79629,(e),3.5,-1.87,4.42E+06,-0.019
4525.121,52881,(o),4.5,74973,(e),3.5,-2.82,5.01E+05,-0.001
4525.517,66206,(o),2.5,88297,(e),3.5,-1.63,7.70E+06,-0.032
4527.511,45335,(o),4.5,67416,(e),4.5,-2.38,1.35E+06,0.006
4528.86,47005,(o),1.5,69080,(e),2.5,-1.49,1.08E+07,0.029
4529.041,59439,(o),2.5,81513,(e),1.5,-2.46,1.13E+06,0.006
4529.695,52988,(o),1.5,75058,(e),2.5,-1.6,8.06E+06,0.127
4530.124,59625,(o),3.5,81693,(e),3.5,-1.93,3.85E+06,0.012
4530.638,47329,(o),2.5,69395,(e),3.5,-2.17,2.20E+06,0.007
4531.295,55221,(o),1.5,77284,(e),1.5,-1.89,4.28E+06,-0.02
4531.72,44498,(o),2.5,66558,(e),3.5,-3.24,1.87E+05,0.001
4533.467,22961,(e),1.5,45013,(o),2.5,-3.83,4.78E+04,0.022
4533.508,52922,(o),3.5,74973,(e),3.5,-2.71,6.46E+05,0.001
4534.152,57534,(o),3.5,79583,(e),2.5,-2.22,1.91E+06,-0.007
4534.244,33654,(o),0.5,55702,(e),1.5,-3.8,5.29E+04,0
4535.709,54193,(o),5.5,76234,(e),6.5,-2.35,1.45E+06,0.005
4537.483,59625,(o),3.5,81657,(e),2.5,-1.77,5.64E+06,-0.017
4539.268,57103,(o),3.5,79127,(e),4.5,-2.48,1.08E+06,0.014
4539.313,41679,(o),2.5,63702,(e),2.5,-2.23,1.86E+06,0.007
4541.317,41688,(o),1.5,63702,(e),2.5,-1.45,1.14E+07,-0.056
4541.592,37078,(o),2.5,59090,(e),3.5,-2.16,2.27E+06,0.004
4542.326,54641,(o),4.5,76650,(e),5.5,-2.37,1.40E+06,-0.003
4542.533,42915,(o),5.5,64923,(e),4.5,-2.76,5.64E+05,0.005
4543.284,48025,(o),1.5,70029,(e),0.5,-2.4,1.26E+06,0.008
4543.437,52988,(o),1.5,74991,(e),1.5,-1.55,8.89E+06,-0.047
4543.823,52988,(o),1.5,74989,(e),0.5,-2.54,9.25E+05,0.007
4543.869,46548,(o),5.5,68549,(e),4.5,-1.31,1.57E+07,-0.066
4545.178,53645,(o),3.5,75640,(e),3.5,-2.99,3.30E+05,-0.001
4547.031,45430,(o),3.5,67416,(e),4.5,-1.79,5.23E+06,0.013
4547.043,34390,(o),2.5,56376,(e),2.5,-2.94,3.64E+05,-0.002
4547.943,56088,(o),4.5,78070,(e),4.5,-2.04,2.93E+06,0.004
4547.972,60910,(o),1.5,82892,(e),2.5,-3.18,2.20E+05,0.001
4548.355,22961,(e),1.5,44941,(o),1.5,-2.62,7.77E+05,-0.075
4548.502,46170,(o),4.5,68149,(e),5.5,-2.71,6.23E+05,-0.001
4549.388,56840,(o),1.5,78815,(e),2.5,-3.77,5.53E+04,0
4549.729,58485,(o),4.5,80458,(e),3.5,-2.44,1.17E+06,0.005
4550.593,41679,(o),2.5,63648,(e),1.5,-2.16,2.19E+06,-0.016
4552.607,41688,(o),1.5,63648,(e),1.5,-2.32,1.52E+06,-0.01
4552.937,44438,(o),3.5,66396,(e),2.5,-3.41,1.25E+05,0.001
4553.586,30563,(o),5.5,52517,(e),5.5,-1.1,2.57E+07,0.401
4555.91,40918,(o),4.5,62861,(e),5.5,-3.01,3.09E+05,-0.001
4557.929,35832,(o),5.5,57765,(e),4.5,-2.84,4.59E+05,0.001
4558.259,43956,(o),2.5,65888,(e),1.5,-2.78,5.30E+05,-0.005
4560,53716,(o),2.5,75640,(e),3.5,-1.9,3.97E+06,0.023
4560.023,67790,(o),1.5,89713,(e),2.5,-1.48,1.08E+07,-0.041
4562.185,44438,(o),3.5,66351,(e),2.5,-3.41,1.25E+05,0
4562.441,66189,(o),1.5,88101,(e),1.5,-0.84,4.55E+07,-0.107
4563.67,53645,(o),3.5,75551,(e),2.5,-1.61,7.96E+06,-0.015
4565.304,44498,(o),2.5,66396,(e),2.5,-3.85,4.54E+04,0
4565.956,66206,(o),2.5,88101,(e),1.5,-1.62,7.43E+06,-0.016
4569.091,59777,(o),1.5,81657,(e),2.5,-2.41,1.28E+06,-0.015
4570.446,59439,(o),2.5,81313,(e),2.5,-2.85,4.57E+05,-0.001
4571.029,53121,(o),2.5,74991,(e),1.5,-3.21,1.95E+05,-0.001
4571.642,51249,(o),2.5,73117,(e),1.5,-2.2,2.01E+06,-0.005
4574.602,44498,(o),2.5,66351,(e),2.5,-3.24,1.82E+05,0.001
4574.784,53121,(o),2.5,74973,(e),3.5,-2.4,1.25E+06,-0.006
4575.534,49009,(o),3.5,70858,(e),4.5,-3.19,2.00E+05,-0.001
4575.586,47759,(o),3.5,69608,(e),2.5,-3.19,2.01E+05,-0.001
4578.126,31568,(o),2.5,53405,(e),2.5,-3.39,1.29E+05,0
4578.612,53716,(o),2.5,75551,(e),2.5,-1.97,3.37E+06,0.006
4579.527,57799,(o),2.5,79629,(e),3.5,-1.29,1.66E+07,-0.031
4580.59,56057,(o),2.5,77882,(e),3.5,-3.56,8.86E+04,0
4580.63,62046,(o),3.5,83871,(e),4.5,-1.01,3.11E+07,0.128
4585.757,34575,(o),1.5,56376,(e),2.5,-1.93,3.73E+06,0.006
4586.59,58661,(o),2.5,80458,(e),3.5,-2.57,8.62E+05,-0.004
4587.064,46355,(o),4.5,68149,(e),5.5,-1.64,7.24E+06,-0.066
4587.207,56088,(o),4.5,77882,(e),3.5,-2.11,2.45E+06,0.004
4588.658,40036,(o),3.5,61823,(e),3.5,-3.11,2.50E+05,0.016
4589.113,57799,(o),2.5,79583,(e),2.5,-2.76,5.42E+05,-0.004
4590.154,67934,(o),2.5,89713,(e),2.5,-1.94,3.80E+06,-0.015
4591.971,57562,(o),6.5,79333,(e),5.5,-3.56,8.72E+04,0
4592.423,46170,(o),4.5,67939,(e),3.5,-2.39,1.27E+06,0.002
4597.261,37078,(o),2.5,58824,(e),2.5,-3.08,2.66E+05,-0.001
4597.967,37517,(o),3.5,59259,(e),2.5,-2.06,2.78E+06,0.008
4598.189,39379,(o),0.5,61120,(e),0.5,-2.56,9.02E+05,0.006
4598.356,31980,(o),3.5,53721,(e),4.5,-0.98,3.31E+07,0.223
4600.288,47664,(o),4.5,69395,(e),3.5,-2.4,1.26E+06,-0.003
4607.49,58163,(o),1.5,79860,(e),0.5,-2.13,2.37E+06,-0.016
4608.128,49419,(o),0.5,71114,(e),1.5,-1.54,8.90E+06,-0.068
4609.555,59625,(o),3.5,81313,(e),2.5,-2.35,1.43E+06,0.004
4609.589,52881,(o),4.5,74569,(e),4.5,-2.74,5.83E+05,-0.002
4610.686,54641,(o),4.5,76323,(e),3.5,-2.76,5.61E+05,0.001
4615.723,56088,(o),4.5,77747,(e),4.5,-1.98,3.29E+06,-0.004
4618.293,52922,(o),3.5,74569,(e),4.5,-3.18,2.07E+05,-0.001
4620.491,47759,(o),3.5,69395,(e),3.5,-2.37,1.31E+06,0.002
